DateKey,InvoiceDate,order_year,order_quarter,order_month,order_month_name,order_week,order_day,order_day_name,order_hour
18960,10/22/2010 10:41:00,2010,4,10,October,42,22,Friday,10
18967,10/22/2010 11:07:00,2010,4,10,October,42,22,Friday,11
19191,10/26/2010 8:49:00,2010,4,10,October,43,26,Tuesday,8
19206,10/26/2010 10:34:00,2010,4,10,October,43,26,Tuesday,10
19254,10/26/2010 14:39:00,2010,4,10,October,43,26,Tuesday,14
19302,10/26/2010 18:38:00,2010,4,10,October,43,26,Tuesday,18
19414,10/28/2010 15:13:00,2010,4,10,October,43,28,Thursday,15
19492,10/29/2010 12:09:00,2010,4,10,October,43,29,Friday,12
19508,10/29/2010 13:42:00,2010,4,10,October,43,29,Friday,13
19559,10/31/2010 11:28:00,2010,4,10,October,44,31,Sunday,11
19577,10/31/2010 12:41:00,2010,4,10,October,44,31,Sunday,12
19622,11/1/2010 8:56:00,2010,4,11,November,44,1,Monday,8
19658,11/1/2010 11:57:00,2010,4,11,November,44,1,Monday,11
19725,11/2/2010 11:47:00,2010,4,11,November,44,2,Tuesday,11
19775,11/2/2010 15:57:00,2010,4,11,November,44,2,Tuesday,15
19836,11/3/2010 12:36:00,2010,4,11,November,44,3,Wednesday,12
20049,11/5/2010 8:21:00,2010,4,11,November,44,5,Friday,8
20155,11/7/2010 11:20:00,2010,4,11,November,45,7,Sunday,11
20207,11/7/2010 15:30:00,2010,4,11,November,45,7,Sunday,15
20225,11/8/2010 9:35:00,2010,4,11,November,45,8,Monday,9
20269,11/8/2010 13:35:00,2010,4,11,November,45,8,Monday,13
20278,11/8/2010 14:00:00,2010,4,11,November,45,8,Monday,14
20318,11/9/2010 9:02:00,2010,4,11,November,45,9,Tuesday,9
20337,11/9/2010 10:35:00,2010,4,11,November,45,9,Tuesday,10
20344,11/9/2010 10:58:00,2010,4,11,November,45,9,Tuesday,10
20405,11/9/2010 15:07:00,2010,4,11,November,45,9,Tuesday,15
20456,11/10/2010 9:35:00,2010,4,11,November,45,10,Wednesday,9
20497,11/10/2010 12:20:00,2010,4,11,November,45,10,Wednesday,12
20618,11/11/2010 12:18:00,2010,4,11,November,45,11,Thursday,12
20636,11/11/2010 13:13:00,2010,4,11,November,45,11,Thursday,13
20658,11/11/2010 14:31:00,2010,4,11,November,45,11,Thursday,14
20703,11/11/2010 17:51:00,2010,4,11,November,45,11,Thursday,17
20712,11/11/2010 18:11:00,2010,4,11,November,45,11,Thursday,18
20870,11/14/2010 11:39:00,2010,4,11,November,46,14,Sunday,11
20882,11/14/2010 12:31:00,2010,4,11,November,46,14,Sunday,12
20908,11/14/2010 14:00:00,2010,4,11,November,46,14,Sunday,14
20994,11/15/2010 14:15:00,2010,4,11,November,46,15,Monday,14
21033,11/15/2010 17:26:00,2010,4,11,November,46,15,Monday,17
21035,11/15/2010 17:41:00,2010,4,11,November,46,15,Monday,17
21037,11/15/2010 17:44:00,2010,4,11,November,46,15,Monday,17
21087,11/16/2010 12:52:00,2010,4,11,November,46,16,Tuesday,12
21104,11/16/2010 14:01:00,2010,4,11,November,46,16,Tuesday,14
21119,11/16/2010 15:24:00,2010,4,11,November,46,16,Tuesday,15
21257,11/17/2010 14:06:00,2010,4,11,November,46,17,Wednesday,14
21267,11/17/2010 15:20:00,2010,4,11,November,46,17,Wednesday,15
21279,11/17/2010 16:22:00,2010,4,11,November,46,17,Wednesday,16
21293,11/18/2010 10:06:00,2010,4,11,November,46,18,Thursday,10
21395,11/18/2010 19:55:00,2010,4,11,November,46,18,Thursday,19
21480,11/19/2010 13:58:00,2010,4,11,November,46,19,Friday,13
21493,11/19/2010 14:30:00,2010,4,11,November,46,19,Friday,14
21538,11/21/2010 11:39:00,2010,4,11,November,47,21,Sunday,11
21550,11/21/2010 12:38:00,2010,4,11,November,47,21,Sunday,12
21558,11/21/2010 13:15:00,2010,4,11,November,47,21,Sunday,13
21606,11/21/2010 16:14:00,2010,4,11,November,47,21,Sunday,16
21611,11/22/2010 8:55:00,2010,4,11,November,47,22,Monday,8
21777,11/23/2010 14:17:00,2010,4,11,November,47,23,Tuesday,14
21930,11/24/2010 13:49:00,2010,4,11,November,47,24,Wednesday,13
21974,11/24/2010 15:50:00,2010,4,11,November,47,24,Wednesday,15
22048,11/25/2010 13:10:00,2010,4,11,November,47,25,Thursday,13
22056,11/25/2010 13:30:00,2010,4,11,November,47,25,Thursday,13
22061,11/25/2010 13:42:00,2010,4,11,November,47,25,Thursday,13
22065,11/25/2010 13:53:00,2010,4,11,November,47,25,Thursday,13
22068,11/25/2010 14:03:00,2010,4,11,November,47,25,Thursday,14
22144,11/25/2010 19:41:00,2010,4,11,November,47,25,Thursday,19
22199,11/26/2010 13:54:00,2010,4,11,November,47,26,Friday,13
22229,11/26/2010 17:10:00,2010,4,11,November,47,26,Friday,17
22236,11/28/2010 10:33:00,2010,4,11,November,48,28,Sunday,10
22257,11/28/2010 11:52:00,2010,4,11,November,48,28,Sunday,11
22258,11/28/2010 11:57:00,2010,4,11,November,48,28,Sunday,11
22259,11/28/2010 11:59:00,2010,4,11,November,48,28,Sunday,11
22275,11/28/2010 12:54:00,2010,4,11,November,48,28,Sunday,12
22350,11/29/2010 11:40:00,2010,4,11,November,48,29,Monday,11
22351,11/29/2010 11:45:00,2010,4,11,November,48,29,Monday,11
22369,11/29/2010 12:42:00,2010,4,11,November,48,29,Monday,12
22379,11/29/2010 13:19:00,2010,4,11,November,48,29,Monday,13
22416,11/29/2010 16:32:00,2010,4,11,November,48,29,Monday,16
22437,11/30/2010 10:02:00,2010,4,11,November,48,30,Tuesday,10
22508,11/30/2010 13:46:00,2010,4,11,November,48,30,Tuesday,13
22535,11/30/2010 14:49:00,2010,4,11,November,48,30,Tuesday,14
22566,11/30/2010 17:55:00,2010,4,11,November,48,30,Tuesday,17
22596,12/1/2010 10:24:00,2010,4,12,December,48,1,Wednesday,10
22636,12/1/2010 13:17:00,2010,4,12,December,48,1,Wednesday,13
22678,12/1/2010 16:21:00,2010,4,12,December,48,1,Wednesday,16
22717,12/2/2010 10:46:00,2010,4,12,December,48,2,Thursday,10
22774,12/2/2010 14:40:00,2010,4,12,December,48,2,Thursday,14
22817,12/2/2010 17:12:00,2010,4,12,December,48,2,Thursday,17
22883,12/3/2010 13:42:00,2010,4,12,December,48,3,Friday,13
22893,12/3/2010 14:35:00,2010,4,12,December,48,3,Friday,14
22998,12/6/2010 8:43:00,2010,4,12,December,49,6,Monday,8
23066,12/6/2010 14:00:00,2010,4,12,December,49,6,Monday,14
23074,12/6/2010 14:46:00,2010,4,12,December,49,6,Monday,14
23076,12/6/2010 14:53:00,2010,4,12,December,49,6,Monday,14
23292,12/8/2010 15:35:00,2010,4,12,December,49,8,Wednesday,15
23300,12/8/2010 16:06:00,2010,4,12,December,49,8,Wednesday,16
23317,12/9/2010 9:34:00,2010,4,12,December,49,9,Thursday,9
23427,12/9/2010 16:53:00,2010,4,12,December,49,9,Thursday,16
23447,12/10/2010 10:22:00,2010,4,12,December,49,10,Friday,10
23460,12/10/2010 11:11:00,2010,4,12,December,49,10,Friday,11
23481,12/10/2010 12:48:00,2010,4,12,December,49,10,Friday,12
23490,12/10/2010 13:44:00,2010,4,12,December,49,10,Friday,13
23547,12/12/2010 12:51:00,2010,4,12,December,50,12,Sunday,12
23638,12/13/2010 17:10:00,2010,4,12,December,50,13,Monday,17
23642,12/14/2010 9:26:00,2010,4,12,December,50,14,Tuesday,9
23668,12/14/2010 10:51:00,2010,4,12,December,50,14,Tuesday,10
23728,12/14/2010 13:28:00,2010,4,12,December,50,14,Tuesday,13
23803,12/15/2010 12:43:00,2010,4,12,December,50,15,Wednesday,12
23822,12/15/2010 14:35:00,2010,4,12,December,50,15,Wednesday,14
23892,12/16/2010 11:35:00,2010,4,12,December,50,16,Thursday,11
24028,12/17/2010 14:23:00,2010,4,12,December,50,17,Friday,14
24043,12/17/2010 16:25:00,2010,4,12,December,50,17,Friday,16
24054,12/17/2010 17:33:00,2010,4,12,December,50,17,Friday,17
24055,12/17/2010 18:07:00,2010,4,12,December,50,17,Friday,18
24122,12/20/2010 13:54:00,2010,4,12,December,51,20,Monday,13
24161,12/21/2010 9:34:00,2010,4,12,December,51,21,Tuesday,9
24237,12/22/2010 16:19:00,2010,4,12,December,51,22,Wednesday,16
